geoid,total_pop,no_car
17097864203,4393,0
17097864204,5082,181
17097864205,8182,157
17097864206,3344,153
17097864303,4565,26
17097864305,3725,81
17097864306,2311,0
17097864307,2084,132
17097864308,4017,165
17097864402,7079,116
17097864403,5207,51
17097864407,5522,7
17097864408,5875,0
17097864409,4223,114
17097864410,4944,40
17097864411,4951,57
17097864412,4718,36
17097864505,7228,148
17097864510,4188,47
17097864511,6064,153
17097864512,4246,42
17097864513,5424,48
17097864514,2565,0
17097864515,2123,56
17097864516,4582,55
17097864517,4072,58
17097864518,5508,89
17097864519,5244,152
17097864520,4953,49
17097864521,1471,37
17097864522,5470,37
17097864601,3766,22
17097864602,4088,24
17097864700,2969,0
17097864801,5126,0
17097864802,2917,0
17097864901,4197,12
17097864903,4875,24
17097864904,2721,9
17097865000,1249,6
17097865200,5506,356
17097865300,3261,16
17097865400,4386,109
17097865501,2307,18
17097865502,2356,178
17097865600,3647,0
17097865700,6056,51
17097865801,3352,93
17097865802,3125,14
17097866000,6341,22
17097866100,3856,467
17097866200,5578,237
17097990000,0,0
17099961701,6228,116
17099961702,2851,27
17099961800,4090,90
17099961900,4035,200
17099962000,3940,92
17099962100,5263,121
17099962200,4949,154
17099962300,6827,52
17099962400,3819,115
17099962500,2523,23
17099962600,5768,225
17099962700,1960,332
17099962800,4083,94
17099962900,2992,112
17099963000,5158,175
17099963100,3063,49
17099963200,3034,159
17099963300,2533,210
17099963400,4062,113
17099963500,4861,75
17099963600,3362,147
17099963700,5853,59
17099963800,4505,251
17099963900,5512,149
17099964000,2274,22
17099964100,4104,89
17099964200,2755,80
17099964300,3385,166
17101880700,3049,149
17101880800,5461,122
17101880900,2600,24
17101881000,3514,125
17101881100,2225,175
17103000100,3196,67
17103000200,3817,89
17103000300,4295,125
17103000400,6469,379
17103000500,5091,87
17103000600,4016,241
17103000700,1991,39
17103000800,3798,81
17103000900,3427,80
17105960100,4185,95
17105960200,4674,51
17105960300,2984,191
17105960400,3429,33
17105960500,2987,177
17105960600,4071,156
17105960700,5680,170
17105960800,5977,53
17105960900,2507,54
17105961000,2516,25
17107952900,3590,37
17107953000,2385,31
17107953100,4260,195
17107953200,3807,56
17107953300,2824,209
17107953400,4106,75
17107953500,5971,10
17107953600,3497,55
17109010100,3862,156
17109010200,2173,22
17109010300,1937,16
17109010400,6310,329
17109010500,4575,89
17109010600,2144,157
17109010700,4092,142
17109010900,2406,235
17109011000,2554,53
17109011100,2677,195
17111870101,7038,12
17111870102,6533,14
17111870200,6537,58
17111870301,4692,111
17111870302,4492,381
17111870401,7791,37
17111870402,5887,365
17111870500,9286,135
17111870603,4251,104
17111870604,5620,203
17111870605,7063,107
17111870606,3958,207
17111870702,7483,199
17111870703,5838,40
17111870704,4040,51
17111870803,7976,119
17111870807,5281,184
17111870808,4061,68
17111870809,6824,298
17111870810,4771,54
17111870811,4481,150
17111870812,5035,63
17111870902,7096,136
17111870903,3351,208
17111870904,5007,102
17111870905,5380,139
17111871003,4205,28
17111871004,6726,179
17111871104,15365,54
17111871105,5404,98
17111871106,9290,0
17111871107,5027,0
17111871108,5269,44
17111871109,5006,96
17111871201,6913,102
17111871202,5579,85
17111871205,4710,119
17111871206,6682,0
17111871207,4290,0
17111871208,4336,76
17111871209,3433,21
17111871301,4887,68
17111871304,3453,11
17111871305,6375,0
17111871306,8655,157
17111871307,5122,61
17111871310,4469,38
17111871311,4626,0
17111871402,6784,12
17111871404,4699,228
17111871500,10250,97
17111871600,4723,6
17113000102,6995,190
17113000104,11465,697
17113000105,3511,42
17113000200,5760,8
17113000301,3579,251
17113000302,6544,228
17113000400,3204,7
17113000501,2830,122
17113000502,2533,9
17113000504,5287,238
17113000505,5081,0
17113001103,3199,78
17113001104,8046,208
17113001105,5105,66
17113001106,2715,91
17113001200,2250,88
17113001301,2261,154
17113001302,2656,97
17113001303,1781,9
17113001402,3026,104
17113001403,3881,94
17113001404,4361,85
17113001500,2319,165
17113001600,2498,458
17113001700,2316,451
17113001800,3459,33
17113002101,3836,64
17113002102,1535,0
17113005101,7861,75
17113005102,6948,66
17113005201,1238,0
17113005202,3002,32
17113005400,8493,50
17113005501,2658,28
17113005502,2253,24
17113005601,2136,45
17113005602,2359,5
17113005700,5076,86
17113005800,4424,321
17113005900,4435,327
17113006000,3790,116
17115000200,2781,164
17115000300,3407,493
17115000400,1265,87
17115000500,3090,685
17115000600,2715,590
17115000900,2082,274
17115001000,1416,245
17115001100,3414,208
17115001200,2673,142
17115001300,2367,11
17115001400,2424,34
17115001500,4169,105
17115001600,2471,248
17115001700,2796,201
17115001801,2645,32
17115001802,2362,148
17115001900,2655,338
17115002000,4377,482
17115002100,1705,157
17115002200,5287,102
17115002300,2859,11
17115002401,2698,46
17115002402,5167,210
17115002500,6959,96
17115002601,3907,21
17115002602,1873,17
17115002700,2480,15
17115002800,4331,107
17115002901,3914,42
17115002902,4385,51
17115002903,4642,298
17115002904,5291,212
17115003000,3876,82
17115003100,2236,400
17117956000,3340,187
17117956100,3605,102
17117956200,2825,41
17117956300,3369,7
17117956400,5276,242
17117956500,2544,35
17117956600,4824,91
17117956700,4414,104
17117956800,3228,33
17117956900,3300,41
17117957000,3747,116
17117957100,2804,63
17117957200,4704,209
17119400101,2912,106
17119400102,6180,547
17119400200,4287,262
17119400600,3466,278
17119400700,1676,231
17119400801,1735,26
17119400802,6573,237
17119400903,5519,304
17119400904,3194,76
17119400951,4705,197
17119400952,3311,129
17119401000,2786,93
17119401100,6365,254
17119401200,1749,11
17119401300,5294,557
17119401400,2970,146
17119401500,2716,240
17119401701,2849,190
17119401721,5654,163
17119401722,2739,0
17119401800,6535,121
17119401901,1796,26
17119401903,4538,50
17119401904,895,0
17119402000,4420,254
17119402100,3110,220
17119402200,3503,135
17119402300,2212,312
17119402400,1782,320
17119402500,2426,82
17119402600,2888,289
17119402701,7239,314
17119402721,7578,229
17119402722,2977,32
17119402801,3503,12
17119402802,7866,170
17119402803,3664,34
17119402900,4360,74
17119403001,5026,276
17119403002,7152,81
17119403101,6472,46
17119403121,9016,181
17119403122,4963,95
17119403200,4701,102
17119403300,3067,327
17119403401,4073,50
17119403402,5886,164
17119403502,6129,438
17119403531,7337,42
17119403532,5684,0
17119403533,8849,286
17119403534,3918,22
17119403601,3029,92
17119403603,1828,35
17119403604,6427,223
17119403701,6016,46
17119403702,5769,146
17119403801,4713,68
17119403802,4458,28
17119404000,2545,219
17119404100,2975,64
17121951600,3431,67
17121951700,2788,54
17121951800,2541,106
17121951900,3107,42
17121952000,4205,117
17121952100,3470,210
17121952200,4118,68
17121952300,3338,92
17121952400,3675,100
17121952500,3194,351
17121952600,1938,244
17121952700,3917,347
17123961100,2380,69
17123961200,2617,94
17123961300,2375,3
17123961400,2980,79
17123961500,2411,86
17125956300,3125,58
17125956400,2093,12
17125956500,3489,180
17125956600,1841,54
17125956700,1903,15
17125956800,2470,44
17127970100,4894,90
17127970200,4246,134
17127970300,3746,120
17127970400,2539,126
17129010100,6247,53
17129010200,4111,125
17129010300,2344,35
17131040100,4568,47
17131040200,3975,99
17131040300,3973,146
17131040400,4035,68
17133600101,6739,110
17133600102,5137,19
17133600401,5731,114
17133600402,4309,54
17133600501,6980,89
17133600502,3535,44
17135957300,3553,170
17135957400,2459,83
17135957500,3366,81
17135957600,3260,60
17135957700,3160,30
17135957800,3206,102
17135957900,4116,180
17135958000,7110,124
17137951400,2766,54
17137951500,3165,53
17137951600,3735,195
17137951700,2505,149
17137951800,4987,155
17137951900,5110,121
17137952000,3125,280
17137952100,4707,113
17137952200,2765,51
17137952300,2890,58
17139976900,4790,991
17139977000,2702,32
17139977100,2982,37
17139977200,4249,219
17141960700,4607,27
17141960800,3792,80
17141960900,4938,315
17141961000,6850,40
17141961100,5256,288
17141961200,5691,207
17141961300,5074,20
17141961400,4295,120
17141961500,4489,81
17141961600,3750,404
17141961700,4836,68
17143000100,1256,168
17143000200,1383,202
17143000300,2213,409
17143000500,1599,331
17143000600,3014,693
17143000900,2516,1206
17143001200,1766,548
17143001300,1838,681
17143001500,1997,351
17143001600,3841,657
17143001800,3384,339
17143001900,1853,19
17143002000,4068,8
17143002100,4402,784
17143002200,4013,406
17143002300,4672,109
17143002400,4633,111
17143002500,3341,377
17143002600,1783,63
17143002701,4145,301
17143002702,3969,325
17143002800,3350,120
17143002900,4224,318
17143003000,4419,81
17143003101,5827,138
17143003102,6554,166
17143003200,4132,214
17143003300,3862,92
17143003401,10152,337
17143003402,3623,0
17143003601,2668,45
17143003602,5941,117
17143003700,3599,40
17143003800,3746,101
17143003900,6059,35
17143004000,4213,57
17143004101,5787,97
17143004102,3272,164
17143004200,3588,223
17143004300,2565,110
17143004400,4820,187
17143004500,5725,227
17143004600,5554,246
17143004801,4319,83
17143004802,4165,146
17143004901,3748,55
17143004902,4716,100
17143005000,2794,365
17145030100,3150,20
17145030200,7671,50
17145030300,2270,81
17145030400,2734,117
17145030500,2606,4
17145030600,4057,185
17147954500,4728,52
17147954600,5489,94
17147954700,3696,26
17147954800,2795,23
17149952400,3026,29
17149952500,2677,74
17149952600,3193,27
17149952700,4871,120
17149952800,2813,56
17151971200,2355,136
17151971300,2071,92
17153971000,3250,308
17153971100,3012,193
17155954500,2946,56
17155954600,3036,25
17157950500,2551,81
17157950600,4532,170
17157950700,2489,81
17157950800,4748,101
17157950900,3451,53
17157951000,2912,28
17157951100,3521,43
17157951200,6491,45
17157951300,2872,108
17159977900,3693,48
17159978000,2302,113
17159978100,3952,143
17159978200,2576,81
17159978300,3643,84
17161020100,7176,67
17161020200,4066,105
17161020300,6236,607
17161020400,6308,229
17161020600,2165,137
17161020700,1898,240
17161020800,5310,290
17161020900,5543,103
17161021000,3711,650
17161021100,3504,146
17161021200,4116,251
17161021300,4586,322
17161021400,1340,17
17161021500,4549,32
17161021600,2877,73
17161021700,4223,228
17161021800,5155,60
17161021900,1567,103
17161022000,4028,89
17161022100,2809,82
17161022200,4026,99
17161022300,1840,223
17161022600,3017,484
17161022800,5360,193
17161022900,2842,80
17161023000,3892,24
17161023100,2510,61
17161023200,4819,268
17161023300,3488,511
17161023500,2191,212
17161023600,2036,263
17161023700,2309,65
17161024000,4044,73
17161024101,3925,5
17161024102,4937,314
17161024103,3749,46
17161024200,4504,138
17161024300,2916,70
17161024400,2157,337
17161024500,1795,425
17163500400,1921,751
17163500500,3428,840
17163500900,3326,955
17163501100,1766,341
17163501200,3468,519
17163501300,3385,368
17163501400,3093,220
17163501501,1704,114
17163501502,2985,64
17163501602,5137,255
17163501603,6572,717
17163501604,4474,223
17163501605,2543,33
17163501700,3206,248
17163501800,5709,278
17163501900,3490,69
17163502100,2547,92
17163502200,1972,402
17163502300,6284,486
17163502401,1539,356
17163502404,4236,336
17163502500,1383,182
17163502602,6445,276
17163502603,4159,561
17163502700,1263,295
17163502800,2480,370
17163502900,2098,336
17163503100,7881,80
17163503202,6142,220
17163503203,6469,129
17163503211,4314,128
17163503301,3632,122
17163503304,7126,186
17163503322,6848,117
17163503323,6074,87
17163503324,5880,128
17163503332,5016,112
17163503334,6426,305
17163503402,7471,196
17163503404,3608,69
17163503411,3307,129
17163503412,6145,103
17163503413,5725,287
17163503414,4900,237
17163503800,2128,0
17163503903,2801,0
17163503904,9668,14
17163503905,3078,47
17163503906,5399,30
17163504001,4768,71
17163504002,6082,116
17163504302,7185,417
17163504303,7371,84
17163504351,3455,155
17163504352,4222,152
17163504353,3631,0
17163504354,6384,350
17163504355,5298,150
17163504500,5850,1715
17163504600,1830,359
17165955100,2641,66
17165955500,2263,231
17165955600,2460,19
17165955700,2738,80
17165955800,3235,241
17165955900,2495,397
17165956000,3089,156
17165956100,2778,94
17165956200,3472,34
17167000100,4359,98
17167000201,2436,54
17167000202,3681,271
17167000300,3051,207
17167000400,3158,200
17167000501,2409,39
17167000503,3853,99
17167000504,3214,40
17167000600,5863,194
17167000700,2205,57
17167000800,1985,169
17167000900,1706,355
17167001001,2459,53
17167001003,1330,64
17167001004,4567,150
17167001100,2265,155
17167001200,3447,134
17167001300,1918,159
17167001400,991,337
17167001500,1186,142
17167001600,3303,981
17167001700,1303,217
17167001800,1878,230
17167001900,3257,570
17167002000,6126,371
17167002100,3748,41
17167002200,3197,97
17167002300,2313,255
17167002400,3397,251
17167002500,4718,423
17167002600,2804,131
17167002700,3260,36
17167002801,3104,289
17167002802,3487,156
17167002900,4961,74
17167003000,5957,305
17167003100,6843,48
17167003201,4309,146
17167003202,3879,0
17167003203,5526,26
17167003300,5024,47
17167003400,6175,209
17167003500,5322,189
17167003601,2663,0
17167003602,4013,119
17167003603,4886,17
17167003604,4515,100
17167003700,7975,118
17167003801,3152,17
17167003802,5527,208
17167003901,4971,31
17167003902,3669,33
17167004000,3943,107
17169970100,1738,49
17169970200,3490,235
17169970300,2299,76
17171970600,2037,6
17171970700,3337,94
17173959100,3811,92
17173959200,2988,170
17173959300,5543,493
17173959400,3461,39
17173959500,3544,80
17173959600,3015,153
17175951400,3239,39
17175951500,2847,34
17177000100,4361,76
17177000200,3481,24
17177000300,3946,65
17177000400,3008,37
17177000500,3317,14
17177000600,3476,12
17177000700,1795,160
17177000800,3323,639
17177000900,5239,755
17177001000,4775,292
17177001100,3048,72
17177001200,4057,239
17177001300,3965,157
17179020100,2896,325
17179020301,4688,229
17179020302,5296,118
17179020400,5331,185
17179020500,4642,76
17179020600,1587,22
17179020700,4198,3
17179020800,3729,264
17179020900,2307,76
17179021000,5479,291
17179021101,7145,519
17179021102,5951,282
17179021201,3573,16
17179021202,3507,173
17179021203,4672,123
17179021500,6757,140
17179021603,5195,22
17179021604,1920,31
17179021605,2886,33
17179021606,5377,110
17179021701,5888,48
17179021702,5538,40
17179021801,5470,226
17179021802,2693,16
17179021900,4697,56
17179022000,4131,123
17179022100,3429,132
17179022200,4947,75
17179022300,4669,44
17179022400,5265,215
17181950100,3979,111
17181950200,2945,94
17181950300,2246,52
17181950400,5080,213
17181950500,3709,129
17183000100,2770,240
17183000200,1927,182
17183000300,2547,215
17183000400,3642,891
17183000500,4283,880
17183000600,2646,485
17183000700,3591,89
17183000800,2456,192
17183000900,2391,286
17183001200,2887,133
17183001300,3491,7
17183010100,3160,66
17183010200,5665,99
17183010300,4977,46
17183010400,2338,0
17183010500,3889,366
17183010600,4262,88
17183010701,3162,103
17183010702,3118,50
17183010800,3489,45
17183010900,3126,30
17183011000,4352,260
17183011100,2663,43
17183011200,5201,689
17185957200,3938,14
17185957300,2862,137
17185957400,2380,60
17185957500,2961,70
17187870100,1969,51
17187870200,2490,126
17187870300,3179,33
17187870400,5361,194
17187870500,4746,0
17189950100,3426,31
17189950200,3841,80
17189950300,3415,147
17189950400,4159,40
17191954900,3350,65
17191955000,4182,103
17191955100,3074,192
17191955200,3330,225
17191955300,2910,95
17193958000,2516,336
17193958100,3401,75
17193958200,2957,151
17193958300,2659,81
17193958400,3267,214
17195000100,4027,12
17195000200,3102,30
17195000300,3115,156
17195000400,3273,20
17195000500,3581,103
17195000600,4167,103
17195000700,2817,93
17195000800,2333,30
17195000900,3466,152
17195001000,2746,129
17195001100,5052,348
17195001200,3955,229
17195001300,3136,132
17195001400,2230,91
17195001500,3216,122
17195001600,2885,213
17195001700,3436,197
17195001800,2213,62
17197880105,8069,73
17197880106,4655,120
17197880107,5443,38
17197880109,5324,0
17197880111,3375,50
17197880112,2458,44
17197880113,3851,33
17197880114,2751,193
17197880115,2971,104
17197880116,2792,0
17197880117,3609,533
17197880118,5157,32
17197880119,4757,52
17197880120,9202,83
17197880121,9308,44
17197880202,4352,145
17197880203,3878,233
17197880204,5850,90
17197880303,3881,30
17197880304,5562,42
17197880305,5562,0
17197880306,7748,89
17197880307,5776,68
17197880308,7850,74
17197880309,5244,59
17197880310,10039,26
17197880312,9154,56
17197880313,10535,0
17197880314,6027,0
17197880404,9640,41
17197880408,5366,19
